,Authors.full.names,Title,Year,Source.title,Cited.by,DOI,Link,Abstract,Author.Keywords,Index.Keywords,Language.of.Original.Document,Source,Document.Type,doi_n,asreview_group_id,asreview_label,asreview_time,asreview_note
276,"Robin, JR; Kalaiselvam, S; Iniyan, S; Samuel, AA",indoor air quality maintenance in an air conditioned building using computational fluid dynamics,2003,CRYOGENICS AND REFRIGERATION - PROCEEDINGS OF ICCR'2003,,,,"The efficiency and effectiveness of an air conditioning system is established by the thermal comfort and the Indoor Environmental Quality of the air conditioned space. Though attainment of thermal comfort conditions has been successful, the quality of air in the conditioned space has not been found to be of the requisite level. The competitive markets have forced the employers to look for more Productive Work Ambience, for the increased productivity by the employees. Better work environments are expected to prevail when the guidelines framed by ASHRAE Standards are implemented. However, in many industries, the Indoor Environmental Quality has been found to be inferior, leading to lesser productivity and energy inefficiency. Hence there is a need for investigation of the already existing systems to improve its performance. Such practical investigation in an already established industry though may be fruitful, is troublesome. However computational simulation will be helpful. It has been found that Computational Fluid Dynamics simulations are more reliable and cost effective. This research work uses Computational Fluid Dynamics (CFD) to study the diffusion of different Pollutants and thermal distribution in a conditioned space, thereby identifying the mismatches in the existing system. Validation of the analysis is carried out by real time experimentation. The results enlighten the researchers in finding a better solution to many of the current environmental problems.",,,,Web of Science,,,276,0,2026-07-01 13:01:09,
577,"Ebenstein, Avraham ; Lavy, Victor ; Roth, Sefi",the long run economic consequences of high stakes examinations evidence from transitory variation in pollution,2016,American Economic Journal: Applied Economics,,10.1257/app.20150213,https://research.ebsco.com/plink/b6ec9a3b-887b-3bf4-9aa4-12f922ee9dfd,"Cognitive performance during high-stakes exams can be affected by random disturbances that, even if transitory, may have permanent consequences. We evaluate this hypothesis among Israeli students who took a series of matriculation exams between 2000 and 2002. Exploiting variation across the same student taking multiple exams, we find that transitory PM_{2.5} exposure is associated with a significant decline in student performance. We then examine these students in 2010 and find that PM_{2.5} exposure during exams is negatively associated with postsecondary educational attainment and earnings. The results highlight how reliance on noisy signals of student quality can lead to allocative inefficiency.",Analysis of Education ; Higher Education; Research Institutions ; Returns to Education ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Wage Level and Structure; Wage Differentials ; Valuation of Environmental Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,Analysis of Education ; Higher Education; Research Institutions ; Returns to Education ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Wage Level and Structure; Wage Differentials ; Valuation of Environmental Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,eng,EconLit,Journal Article,10.1257/app.20150213,577,0,2026-07-01 13:01:55,
307,"Sadick, Abdul-Manan; Kpamma, Zoya Evans; Agyefi-Mensah, Stephen",impact of indoor environmental quality on job satisfaction and self reported productivity of university employees in a tropical african climate,2020,BUILDING AND ENVIRONMENT,,10.1016/j.buildenv.2020.107102,0,"Indoor environmental quality (IEQ) studies in educational buildings have largely focused on students with limited attention on office workers in post-secondary institutions like universities, especially in developing and underdeveloped countries. University office workers, especially academics and professionals, have varied office use patterns that may influence their IEQ satisfaction and productivity. This research investigated differences in IEQ satisfaction factors (ventilation and thermal comfort, acoustics and privacy, and lighting), job satisfaction and self-reported productivity between academics and professionals in private, shared and open-plan offices. The data was collected using an adapted IEQ questionnaire survey that was administered online to employees of a university located in the tropical middle belt of Ghana. The results showed no statistically significant differences in IEQ satisfaction factors; however, professionals were generally more satisfied compared to academics. The impact of IEQ on productivity was positive for professionals and negative for academics except those in private offices; however, differences in job satisfaction between professionals and academics were insignificant. Correlation analysis suggested that improving IEQ of offices is likely to have positive impact on job satisfaction and productivity of both professionals and academics. Findings of this research would interest designers and managers of educational buildings in tropical climates seeking to meet the unique IEQ requirements of university office workers.",,,,Web of Science,,10.1016/j.buildenv.2020.107102,307,0,2026-07-01 13:02:04,
113,"Sahingoz, Merve; Berberoglu, Suha",detection of discomfort index with remote sensing technology the case of antalya province,2023,"39TH INTERNATIONAL SYMPOSIUM ON REMOTE SENSING OF ENVIRONMENT ISRSE-39 FROM HUMAN NEEDS TO SDGS, VOL. 48-M-1",,10.5194/isprs-archives-XLVIII-M-1-2023-573-2023,0,"Thermal adaptation and thermal comfort indices are critical in determining the thermal comfort of the outdoor environment. They also play an essential role in research on heat stress, an environmental threat that can affect individuals' productivity, health and even survival. Urban growth and the resulting expansion of impervious surfaces affect the thermal characteristics of a landscape by raising Land Surface Temperatures (LST). The resulting warming can lead to thermal discomfort, the prevalence of heat-related health problems, air pollution, increased water use and energy demand for air conditioning, among others. Recently, efforts to understand the effects of urbanization and landscape changes on indoor and outdoor temperatures have increased significantly. Together with remote sensing technology, this study aims to understand human heat stress, and geographic information system (GIS) is a tool used in the research. In the estimation of heat stress, besides temperature, physiological status, environmental impact and relative humidity factors are also important. The discomfort index (DI) is a heat stress indicator proposed by Thom (1959), which expresses the contribution of air temperature and relative humidity to human thermal comfort. The discomfort index proposed by Thom (1959) was calculated as DI=0.5Ta+0.5Tw (Ta: dry bulb temperature, Tw: wet bulb temperature) modified by SOHAR, Adar and Laky (1963). In the study, the dry bulb temperature, assumed to be equal to the air temperature, was taken monthly from MODIS LST data at 1km resolution. Relative humidity was produced by interpolating 73 meteorological data in the study area at 1km resolution. Wet bulb temperature is difficult to measure, so it was calculated from dry bulb temperature and relative humidity data so that the discomfort index as a measure of heat stress in the study area was calculated with a resolution of 1 km. The discomfort index was calculated monthly and annually and classified according to Thom's 4 comfort classes. According to the calculation results, Antalya's average discomfort index value for the whole year is 24.9 0C, indicating that Antalya is a moderately comfortable place. This value varies monthly, especially in April and October when the heat stress is the highest.",,,,Web of Science,,10.5194/isprs-archives-xlviii-m-1-2023-573-2023,113,0,2026-07-01 13:02:08,
463,"Almahdy, Indra; Kholil, Muhammad; Yasin, Mohamad Yusuf",a case of study on correlation between age noise level and productivity at barge in oil industry,2018,"INTERNATIONAL CONFERENCE ON DESIGN, ENGINEERING AND COMPUTER SCIENCES",,10.1088/1757-899X/453/1/012009,0,"In the industrial environment there are various factors that result in decreasing the productivity, either from the factors themselves or from factors from outside influences. One external factors of influence the productivity of work external influences is the environmental factor is the noise of the work machine, and one factor of the self is one of the wrongly. A worker can work well if supported with a good working environment as well, where a good environment can produce maximum output. So it is necessary to create a system and a good working environment in order to obtain maximum results. Noise is one of pollution that is not desired. Because in the long term noise can interfere with the work of comfort and decrease work; noise can damage the sense of hearing and can cause communication errors. So it is necessary to do the testing at the noise level, among others, aged between 40-60 db, 61-80 db, 81-100 db. This research focuses on cabin control process in CT Packer's interviews installation is the tool that is inserted into the production well. This is done to determine the effect or relationship between age and noise on the productivity of workers, performance level the performance of operators on the cabin control process and also on the level of how the operator can do the job comfortably and optimally. After analyzing the data, the results showed that the noise level of, aged between 40-60 db bothered a comfortable and optimum workspace condition with total working time of 2186 minutes or 36.4 hours from all operators totaling 16 people working. And after conducting a correlation test, at the noise level, aged between 40-60 db has the nature of weak eyes relationship between age and noise to work productivity with positive correlation.",,,,Web of Science,,10.1088/1757-899x/453/1/012009,463,0,2026-07-01 13:02:12,
540,"Filippini, Massimo ; Srinivasan, Suchita",investments in worker health and production evidence from vietnam,2022,Economics of Transition & Institutional Change,,,https://research.ebsco.com/plink/c179fbbf-e494-3d82-8ad1-dc36fa0c0953,"In manufacturing industries, occupational health and safety measures ensure better working conditions for employees, which may influence their productivity. We study the impact of investments undertaken by small and medium enterprises in Vietnam in mitigating indoor pollution (including air quality improvements, heat and noise protection as well as lighting) on firm-level gross output and value added. We find that the amount invested by the firm in health has a significant positive effect on both outcomes. Given historically poor working conditions in Vietnam, policy implications relate to incentivizing and enabling firms to undertake such investments, on both moral and economic grounds.",Human Capital; Skills; Occupational Choice; Labor Productivity ; Labor Standards: Working Conditions ; Industry Studies: Manufacturing: General ; Industrialization; Manufacturing and Service Industries; Choice of Technology ; Socialist Systems and Transitional Economies: Factor and Product Markets; Industry Studies; Population ; Socialist Enterprises and Their Transitions ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects,Human Capital; Skills; Occupational Choice; Labor Productivity ; Labor Standards: Working Conditions ; Industry Studies: Manufacturing: General ; Industrialization; Manufacturing and Service Industries; Choice of Technology ; Socialist Systems and Transitional Economies: Factor and Product Markets; Industry Studies; Population ; Socialist Enterprises and Their Transitions ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects,eng,EconLit,Journal Article,,540,0,2026-07-01 13:02:16,
184,"Shi, Yongxiang; Wu, Jialin; Lan, Li; Lian, Zhiwei",interactive effects of indoor environmental factors on work performance,2024,ERGONOMICS,,10.1080/00140139.2023.2243407,0,"Among a variety of environmental factors, operative temperature, relative humidity and ventilation rate are generally considered to be factors that significantly affect work performance, and the interactions among these three factors were quantitatively studied in this paper. Eighteen participants were recruited to complete the neurobehavioral ability tests in different environments by central composite design, and their performance was analysed by regression fitting and multi-factor coupling analysis. By defining the interval coefficient & beta;, the interaction effects between the factors were calculated quantitatively. The results showed that: for the performance of perception and expression tasks, there was an antagonistic effect between operative temperature and relative humidity (& beta; = 0.50 & SIM; 0.82), between operative temperature and ventilation rate (& beta; = -0.29 to -0.38), and among the three factors (& beta; = 0.38-0.67). There was a synergy effect between relative humidity and ventilation rate (& beta; = 1.71-2.28). For the performance of reasoning tasks, the interaction effect among the three factors and their combinations is antagonistic effect (& beta; = 0.67-0.83).Practitioner summary: We proposed a method to calculate the quantitative relation of multi-factor interactions. In recent ergonomics studies, more and more factors have been included. This method can well describe the synergistic or antagonistic effect of the changes of other factors on the target factors.",,,,Web of Science,,10.1080/00140139.2023.2243407,184,0,2026-07-01 13:03:12,
663,"Castellanos, Kenneth",essays in environmental economics and international trade,2021,Essays in Environmental Economics and International Trade,,,https://research.ebsco.com/plink/87ee8f4c-9f23-32f3-919b-86833ed9f947,"The essays in this dissertation discuss modeling techniques for international trade and their application to environmental policy. In addition, I present evidence of the effect of air pollution on worker sick leave. Chapter 1 presents an application of computable general equilibrium (CGE) modeling in environmental policy evaluation. In most CGE models, researchers assume that goods are differentiated by their origin of production, known as the Armington model of international trade. In this chapter, I consider their application to carbon taxes, carbon leakage, and border carbon adjustments (BCAs). BCAs are designed to address carbon leakage, which is a phenomenon where areas not subject to an emissions tax increase their emissions in response to regulated areas decreasing emissions. I find that the non-Armington model predicts a higher carbon leakage rate compared to typical Armington models. I also find that border rebates are more effective than border tariffs at reducing leakage. Chapter 2 presents an application of the non-Armington model to the North American Free Trade Agreement (NAFTA). Previous studies of free trade agreements have shown that the Armington model may underpredict changes in trade. In this chapter, I build a non-Armington model that still incorporates observable features of the international trade market. I then simulate the trade effects from NAFTA, and I compare these results to previous studies. I find that the non-Armington model can generate larger changes in trade than the Armington model. Chapter 3 discusses how pollution might affect worker productivity, specifically the probability of taking sick leave from work. In this chapter, I evaluate these studies using a causal inference technique to quantify the impact of the CAAA on the number of days workers miss due to illness. I discuss the possible issues with using simple hazard rates for illness in making calculations of missed days and I also discuss how paid sick leave may influence results. Using a DiD framework, I find that the CAAA reduced the probability of taking a sick day in a given week by 0.1 percentage points.",Computable and Other Applied General Equilibrium Models ; Empirical Studies of Trade ; Economic Integration ; Trade and Environment ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,Computable and Other Applied General Equilibrium Models ; Empirical Studies of Trade ; Economic Integration ; Trade and Environment ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,eng,EconLit,Dissertation,,663,0,2026-07-01 13:03:26,
502,"Iuga, Iulia Cristina ; Nerisanu, Raluca Andreea ; Iuga, Horia",how a nation s well being influences its health profile an analysis of critical indicators,2025,European Journal of Health Economics,,10.1007/s10198-025-01777-4,https://research.ebsco.com/plink/e29f44fd-dea5-325c-bb58-2cf243aeb39a,"This study examines the impact of macroeconomic well-being indicators--GDP, health spending as a percentage of GDP, and the unemployment rate--on the prevalence of chronic diseases, including circulatory and respiratory diseases and diabetes mellitus, across 27 European Union countries over 21 years. Utilizing advanced econometric methods like General Method of Moments, Structural Equation Modeling, and wavelet coherence analysis, the research reveals that higher GDP correlates with increased disease prevalence, while greater health spending reduces it. The unemployment rate significantly affects diabetes prevalence. The study introduces the ""Economic Prosperity and Chronic Disease Paradox,"" theory, which suggests that economic growth, while improving healthcare access and living standards, paradoxically increases chronic disease rates due to lifestyle changes such as unhealthy diets, sedentary behavior, and pollution. This theory highlights the need for strategic public health policies to counteract these adverse effects and promote sustainable health outcomes amidst economic development.",Macroeconomics: Production ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; National Government Expenditures and Health ; Analysis of Health Care Markets ; Health Behavior ; Health and Economic Development,Macroeconomics: Production ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; National Government Expenditures and Health ; Analysis of Health Care Markets ; Health Behavior ; Health and Economic Development,eng,EconLit,Journal Article,10.1007/s10198-025-01777-4,502,0,2026-07-01 13:03:30,
140,"Maula, H.; Hongisto, V.; Naatula, V.; Haapakangas, A.; Koskela, H.",the effect of low ventilation rate with elevated bioeffluent concentration on work performance perceived indoor air quality and health symptoms,2017,INDOOR AIR,,10.1111/ina.12387,0,"The aim of this laboratory experiment was to study the effects of ventilation rate, and related changes in air quality, predominantly bioeffluents, on work performance, perceived indoor air quality, and health symptoms in a typical conditions of modern open-plan office with low material and equipment emissions. In Condition A, outdoor air flow rate of 28.2 l/s person (CO2 level 540 ppm) was applied and in Condition B, outdoor air flow rate was 2.3 l/s person (CO2 level 2260 ppm). CO2 concentration level was used as an indicator of bioeffluents. Performance was measured with seven different tasks which measure different cognitive processes. Thirty-six subjects participated in the experiment. The exposure time was 4 hours. Condition B had a weak negative effect on performance only in the information retrieval tasks. Condition B increased slightly subjective workload and perceived fatigue. No effects on health symptoms were found. The intensity of symptoms was low in both conditions. The experimental condition had an effect on perceived air quality and observed odor intensity only in the beginning of the session. Although the room temperature was controlled in both conditions, the heat was perceived to impair the performance more in Condition B.",,,,Web of Science,,10.1111/ina.12387,140,0,2026-07-01 13:03:41,
156,"Hathway, Abigail; Papakonstantis, Ilias; Bruce-Konuah, Adorkor; Brevis, Wernher",experimental and modelling investigations of air exchange and infection transfer due to hinged door motion in office and hospital settings,2015,INTERNATIONAL JOURNAL OF VENTILATION,,,,"Occupants spend a significant amount of time indoors where temperature and air quality has an important impact on their comfort, health and work performance. Understanding the role of airflow exchange between spaces is crucial to describe the processes of mixing and transport of substances driven by air motion and therefore essential for evaluating indoor air quality. This work presents the results of field measurements and laboratory experiments designed to characterise door operation and to quantify its influence on air volumes exchanged between rooms due to door motion. The field study was conducted to identify typical total door cycle times in single person offices. The laboratory experiments were conducted in a scale model to investigate the exchange flow between two generic rooms. The model consisted of a water filled tank divided into two equal rooms, which were connected by a computer-controlled hinged door. Flow visualisations were used to describe flow patterns and concentration measurements of Rhodamine WT were performed to quantify exchange volumes. With hold open times of between 0s and 26.67s the total fluid volume exchanged was found to be between 67% and 98% of the total volume swept. Based on the exchange volume found in these experiments combined with the Wells-Riley equation the effect of ventilation rate on the probability of occupants in an adjacent room becoming infected was investigated. With ventilation rates for a medium air quality the risk of infection is low (<0.05). However, the probability of infection quickly rises with lower ventilation rates.",,,,Web of Science,,,156,0,2026-07-01 13:03:47,
66,"Clausen, G; Wyon, DP",combined effects of many different indoor environmental factors on acceptability and office work performance,2005,"INDOOR AIR 2005: PROCEEDINGS OF THE 10TH INTERNATIONAL CONFERENCE ON INDOOR AIR QUALITY AND CLIMATE, VOLS 1-5",,,,"Ninety-nine young adult subjects were randomly assigned to four groups. One group performed simulated office work for 2 hours in a set of poor environmental conditions with overhead fluorescent lighting, recorded traffic noise from a busy street, 27 degrees C operative temperature, supply air polluted by emissions from linoleum, recorded open office noise, and almost no daylight. The realistic annual cost of improving each of the 6 conditions was estimated and expressed as a percentage of the total sum. The modifications included improved lighting, traffic noise barely audible, 22 degrees C, clean air, quiet and a daylit view-out. A second group briefly experienced all 12 conditions and individually selected the improvements they preferred, up to a 50%-budget, while third group subjects were randomly paired with each of these subjects. The fourth group was exposed to 100%-budget conditions. Significant improvements in subjective assessment occurred at higher budget levels, and the self reported performance of office tasks improved.",,,,Web of Science,,,66,0,2026-07-01 13:04:23,
202,"Kolarik, Jakub; Toftum, Jorn; Olesen, Bjarne W.; Shitzer, Avharam",occupant responses and office work performance in environments with moderately drifting operative temperatures rp 1269,2009,HVAC&R RESEARCH,,10.1080/10789669.2009.10390873,0,"Fifty-two experimental subjects (50% female) were seated in a climate chamber and exposed to operative temperature ramps with different slopes, directions, and durations during two related experiments. The first experiment covered a temperature range of 22 degrees C-26.8 degrees C (71.6 degrees F-80.2 degrees F) and subjects wore light clothing (0.5 clo). The operative temperature was increased in rates Of 0.6 K/h (1.1 degrees F/h) (for 8 h), 1.2 K/h (2.2 degrees F/h) (for 4 h), 2.4 K/h (4.3 degrees F/h) (for 2 h), and 4.8 K/h (8.6 degrees F/h) (for 1 h), respectively. In one session, subjects were exposed to a constant temperature of 24.4 degrees C (75.9 degrees F) (for 4 h). The second experiment covered a temperature range of 17.8 degrees C-25 degrees C (64 degrees F-77 degrees F), and subjects wore heavier clothing (0.7 clo). Temperature ramps of 0.6 K/h (1.1 degrees F/h) (for 8 h), 1.2 K/h (2.2 degrees F/h) (for 6 h), 0.6 K/h (-1.1 degrees F/h) (for 8 h), and -1.2 K/h (-2.2 degrees F/h) (for 6 h) and exposure to a constant temperature of 21.4 degrees C (70.5 degrees F) (for 6 h) were examined. Subjects assessed their thermal sensation, acceptability of the thermal environment, perceived air quality, and intensity of sick building syndrome (SBS) symptoms. Subjects' performance was measured simulated office work., including tasks such as addition, proofreading, reading and comprehension, and text typing. Results of the experiments showed that even moderately changing operative temperature ramps were sensed by sedentary subjects when exposure times exceeded 4 h. No significant effects on SBS symptoms related to local irritation of mucous membranes were found, while intensity of headache, concentration ability, and general well-being were significantly affected in most of the ramps. Linear dependence of perceived air quality on operative temperature was noted. No significantly consistent effects of individual temperature ramps on office work performance were found.",,,,Web of Science,,10.1080/10789669.2009.10390873,202,0,2026-07-01 13:04:49,
145,"Alamino Naranjo, Yesica; Alonso Frank, Alcion",office user work performance indicator in warm temperate summer period,2021,REVISTA HABITAT SUSTENTABLE,,10.22320/07190700.2021.11.01.04,0,"The purpose of this work was to develop a methodological tool to evaluate office space work performance during the summer period. The proposed tool is an optimal work performance indicator called IRLO, which combines environmental variables on thermal, air quality, visual and acoustic influence. Integrated measurements were run for its development alongside surveys to users-workers of an office building in the city of San Juan - Argentina. The results reveal the preference ranges of each variable, recognizing that in open plan offices, there is a greater environmental adaptive capacity than in closed plan offices. It is concluded, that the indicator stands out by providing a basis to identify work performance considering environmental variables that should, in the future, be considered in the design phase.",,,,Web of Science,,10.22320/07190700.2021.11.01.04,145,0,2026-07-01 13:04:53,
78,"Kim, Sun Sook; Lee, Yun Gyu",field measurements of indoor air pollutant concentrations on two new ships,2010,BUILDING AND ENVIRONMENT,,10.1016/j.buildenv.2010.03.013,0,"Indoor air quality (IAQ) on ships is important for the passengers' comfort and the crew's work efficiency, despite ships not being as common as vehicles and airplanes. The builders and operators need to be aware of the importance and present status of IAQ but sufficient data and information are not available. In this study, we measured the pollutant concentrations on two different kinds of newly launched ships: a passenger ship and a chemical cargo ship. Although higher than in the passenger ship, the concentrations of most volatile organic compounds (VOCs) and formaldehyde in the cargo ship were lower than the recommended standards and acceptable with a few exceptions. The high CO and CO(2) concentrations in the kitchen, engine room, and engine control room were generally attributed to combustion sources. Overall, the IAQ of the cargo ship was worse than that of the passenger ship, and the concentrations of some pollutants surpassed the international criteria. For the passenger ship, the variation of IAQ was also investigated after 17 months. The observed data showed some differences in concentration variation according to the types of pollutants. To improve IAQ on ships, more data need to be collected and minimum requirements suggested. (C) 2010 Elsevier Ltd. All rights reserved.",,,,Web of Science,,10.1016/j.buildenv.2010.03.013,78,0,2026-07-01 13:05:03,
97,"Sacone da Silva Ferrreira, Ana Paula; Pereira, Elizeu Chiodi; Salles, Fernanda Junqueira; da Silva, Fabio Ferreira; Batista, Bruno Lemos; Handakas, Evangelos; Kaneshiro Olympio, Kelly Polido",home based and informal work exposes the families to high levels of potentially toxic elements,2019,CHEMOSPHERE,,10.1016/j.chemosphere.2018.11.083,0,"The city of Limeira presents a relevant productive chain of jewelry and fashion jewelry, including a scenario of outsourcing informal home practices. It is highly complex to understand the potentially toxic elements (PTE: Cr, Mn, Ni, Cu, Zn, As, Cd, Sn, Sb, Hg, and Pb) exposures of the workers because this productive chain encompasses households. This study aimed to investigate the associations between blood PTE levels and informal work in the home environment. Fifty-two families divided into Exposed group (n = 112) and Control group (n = 53) were included. Families' blood (n = 165) and welder's breathing zone air samples (n = 9) were collected and PTEs concentrations were determined by ICP-MS. Questionnaires were applied to collect sociodemographic information and workplace details. Principal component analysis, Mann-Whitney test, cluster and a logistic regression analysis based on environment-wide association studies (EWAS) were carried out. Ni, Cu, Zn, Cd and Pb concentrations in the air samples were higher than occupational guidelines. Eighty percent of the workers were female, and 43.5% of those females then worked as welder. A significant difference was found for Pb concentration between the exposed and control group (p < 0.0001) and between sexes (p = 0.0046). For Cu (p < 0.0001) and Sb (p = 0.0434), differences were found between the sexes. The receiver operating characteristic of the EWAS was 0.80, providing evidence of a potential model to associate exposure levels and occupational factors. PTEs concentrations in the air samples raised concerns, particularly for children, who were in the same exposure scenario. Inadequate work conditions were observed in the houses, revealing the need of public actions to protect these families. (C) 2018 Elsevier Ltd. All rights reserved.",,,,Web of Science,,10.1016/j.chemosphere.2018.11.083,97,0,2026-07-01 13:05:18,
205,"Ben-David, Tom; Rackes, Adams; Lo, L. James; Wen, Jin; Waring, Michael S.",optimizing ventilation theoretical study on increasing rates in offices to maximize occupant productivity with constrained additional energy use,2019,BUILDING AND ENVIRONMENT,,10.1016/j.buildenv.2019.106314,0,"Ventilation affects building energy use and indoor air quality, with minimum rates prescribed by standards. However, research has demonstrated positive outcomes associated with increasing ventilation, including occupant productivity from increased work performance and reduced absenteeism. Herein, a novel ventilation strategy was proposed and simulated for offices, which optimized day-averaged ventilation rates over an annual time horizon to provide maximal amounts of outdoor air and so maximize occupant productive work hours, within varying energy use constraints. Energy use and productivity were often influenced by ventilation oppositely, so results were Pareto optimal. This optimization methodology was simulated in three locations for an average- and high-performance small office building, considering users with varying levels of confidence in ventilation-productivity relationships. To contextualize potential optimization impacts, four annual energy budgets were first determined for a typical year at constant ventilation rates of 8.5, 10, 20, and 30 L/s/occupant, and then for those four cases, day-averaged ventilation rates were optimized over annual trajectories considering the constrained energy budgets. Among all simulated cases, lost productive hours due to lower ventilation at constant rates were halved when using the optimized higher annual rates, with a gain of similar to 20 h/year per occupant on average, amounting to approximately $48/m(2) at standard occupant density and mean wage. Offline optimization results were used to develop heuristic rules to predict a ventilation rate for any single day based on weather forecast that would adhere to a building- and climate-specific Pareto optimization, opening avenues for future control strategies that use this framework in real buildings.",,,,Web of Science,,10.1016/j.buildenv.2019.106314,205,0,2026-07-01 13:05:52,
243,"da Silva, Luiz Bueno; de Souza, Erivaldo Lopes; Alves de Oliveira, Paulo Antero; Martins Andrade, Bruno Jose",implications of indoor air temperature variation on the health and performance of brazilian students,2020,INDOOR AND BUILT ENVIRONMENT,,10.1177/1420326X19878228,0,"The aim of the present study was to evaluate the relationship between cognitive performance, health and environmental comfort as a function of indoor air temperature (T-a) variation. A total of 360 undergraduate students were subjected to the variation of the T-a at 20, 24 and 30 degrees C; their thermal responses were evaluated over three consecutive days. Performance variables measured in the study were cognitive performance, blood pressure, heart rate (HR) and comfort. The environmental variables measured were T-a, globe temperature (T-g), illumination, noise, airflow velocity and air quality. The variation in HR was influenced by the variables, relative air humidity and mean radiant temperature (T-rm) during the three days of observation, where HR was higher than 100 bpm when T-g was greater than T-a. T-rm increased proportionally to the increase in T-g, thus characterising heat exchange by radiation. The number of correct answers and test response time were also positively influenced by T-rm when T-a was 20 degrees C. Teaching environments (TEs) with increased heat load due to the individual body heat of students, increased outdoor T-a and urban morphology associated with the building of the TEs result in increasing in T-rm due to the T-g being higher than the air temperature, with possible impacts on health and performance variables.",,,,Web of Science,,10.1177/1420326x19878228,243,0,2026-07-01 13:06:03,
225,"Seppänen, O; Fisk, WJ; Faulkner, D",control of temperature for health and productivity in offices,2005,"ASHRAE TRANSACTIONS 2005, VOL 111, PT 2",,,,"Indoor temperature is one of the fundamental characteristics of the indoor environment. It can be controlled with a degree of accuracy dependent on the building and its HVAC system. The purpose of this study was to evaluate the potential benefits of improved temperature control and apply the information to a cost-benefit analysis. The indoor temperature affects several human responses, including thermal comfort, perceived air quality, symptoms of sick building syndrome, and performance at work. In this study, we focused on the effects of temperature on performance at work. We collected and analyzed the literature that related performance at work to temperature. The results of multiple studies are relatively consistent, showing an average relationship of a 2% decrement in work performance per degrees C (1.1% per degrees F) when the temperature is above 25 degrees C (77 degrees F). Fewer data were available on performance in low temperatures. However studies show a strong effect on manual tasks with temperatures below thermal neutrality as soon as hand temperature decreases due to control of the flow of blood. When the estimated productivity decrement from raised temperatures was applied to data from a study of night time ventilative cooling, the estimated value of productivity improvements were 32 to 120 times greater than the cost of energy to run fans during the night.",,,,Web of Science,,,225,0,2026-07-01 13:06:05,
143,"Tomic, Mladen A.; Milutinovic, Biljana B.; Zivkovic, Predrag M.; Djekic, Petar S.; Boricic, Aleksandra D.",measurement and improvement of indoor air quality in an information technology classroom,2014,THERMAL SCIENCE,,10.2298/TSCI1403915T,0,"With the rapid development of information technology equipment and its use in the teaching and learning activities, the working environment (especially indoor air quality) in which students and pupils spend a great deal of time in educational institutions has been changing. Therefore, special attention must be paid to indoor air quality and comfort. It is of great importance to maintain indoor air quality in an object, such as information technology classrooms, where a large number of students spend long periods of time. Poor indoor environment can negatively affect scholarly performances and cause discomfort and poor work performance. The problem of indoor air quality in educational institutions can be more serious than in other types of objects, because of the higher concentration of students and information technology equipment. This paper analyzes the changes in air quality in an information technology classrooms, when occupied with students, for the period from March to April. The changes of indoor air temperature, relative humidity, and carbon dioxide concentration are monitored in the classroom, as well as outdoor temperature and relative humidity. Several cases are studied: the classroom with closed windows and doors (closed classroom), the classroom with natural ventilation, the classroom cooled with a split system (cooled classroom). Responses of students are followed for each case. The analysis is performed based on the measurement results and numerical simulations using the computational fluid dynamics package, and measures are proposed to improve the indoor air quality in the considered classroom.",,,,Web of Science,,10.2298/tsci1403915t,143,0,2026-07-01 13:06:55,
196,"Yadav, Manoj; Tandel, Bhaven",work efficiency prediction of persons working in traffic noise environment using adaptive neuro fuzzy inference system anfis models,2021,ARCHIVES OF ACOUSTICS,,10.24425/aoa.2021.139644,0,"A study was carried to assess the effect of traffic noise pollution on the work efficiency of shopkeepers in Indian urban areas. For this, an extensive literature survey was done on previous research done on similar topics. It was found that personal characteristics, noise levels in an area, working conditions of shopkeepers, type of task they are performing are the most significant factors to study effects on work efficiency. Noise monitoring, as well as a questionnaire survey, was done in Surat city to collect desired data. A total of 17 parameters were considered for assessing work efficiency under the influence of traffic noise. It is recommended that not more than 6 parameters should be considered for ANFIS modeling hence, before opting for the ANFIS modeling, most affecting parameters to work efficiency under the influence of traffic noise, was chosen by Structural Equation Model (SEM). As a result of the SEM model, two ANFIS prediction models were developed to predict the effect on work efficiency under the influence of traffic noise. R squared for model 1, for training data was 0.829 and for testing data, it was 0.727 and R squared for model 2 for training data was 0.828 and for testing data, it was 0.728. These two models can be used satisfactorily for predicting work efficiency under traffic noise environment for open shutter shopkeepers in tier II Indian cities.",,,,Web of Science,,10.24425/aoa.2021.139644,196,0,2026-07-01 13:07:05,
