Title,Author,Year,Citation count,Open access,Abstract,DOI
Spatial variability of air pollutants in a megacity characterized by mobile measurements,Reza Bashiri Khuzestani|Keren Liao|Ying Liu|Ruqian Miao|Yan Zheng|Xi Cheng|Tianjiao Jia|Xin Li|Shiyi Chen|Guancong Huang|Qi Chen,2022,16,Open Access,"Abstract. Characterization of the spatial distributions of air pollutants on an intracity scale is important for understanding local sources, secondary formation, and human exposure. In this study, we conducted in situ mobile measurements for the chemical composition of fine particles, volatile organic compounds (VOCs), oxygenated VOCs (OVOCs), and common gas pollutants in winter in the megacity of Beijing. The spatial patterns of these pollutants under different pollution conditions were investigated. During the non-haze days all pollutants showed significant spatial variability. Large spatial variations of secondary species including OVOCs and secondary aerosol species highlight the chemical heterogeneity. In particular, the inorganic chemical composition of fine particles varied greatly on the 65 km urban highway, suggesting a wide range of particle neutralization in the megacity of Beijing. Localized sources such as vehicle, cooking, and industrial emissions led to hot spots and nonuniform distributions of primary pollutants in the city. The spatial heterogeneity of air pollutants under less polluted conditions calls for a future need of using fine-resolution models to evaluate human exposure and to develop pollution control strategies. During the haze day the spatial variabilities of secondary gaseous and particulate pollutants were largely reduced, explained by both the elevated urban background of the polluted air mass and the enhanced secondary formation by elevated precursor concentrations and heterogeneous or aqueous pathways. Although localized primary emissions were accumulated under stagnant haze conditions, the chemical composition of fine particles became relatively homogeneous because of the predominant secondary contributions. A uniform spatial pattern of particle neutralization was observed. The concentrations of hydrocarbons and less oxygenated OVOCs showed good positive spatiotemporal correlations during the haze day, while the concentrations of more oxygenated OVOCs showed good positive correlations among themselves but moderate negative correlations with the concentrations of hydrocarbons, less oxygenated OVOCs, and aerosol species. Our results indicate a spatial chemical homogeneity on the megacity scale to promote efficient secondary organic aerosol (SOA) production under haze conditions.",https://doi.org/10.5194/acp-22-7389-2022
Air pollution control and health economic burdens: Evidence from a megacity in China from 2014 through 2022,Baifeng Zheng|Jiayi Chen|Qiu Zhang,2024,15,NOT Open Access,,https://doi.org/10.1016/j.envres.2024.120392
Uncovering local aggregated air quality index with smartphone captured images leveraging efficient deep convolutional neural network,Joyanta Jyoti Mondal|Md. Farhadul Islam|Raima Islam|Nowsin Kabir Rhidi|S. H. Shah Newaz|Meem Arafat Manab|A. B. M. Alim Al Islam|Jannatun Noor,2024,14,Open Access,"The prevalence and mobility of smartphones make these a widely used tool for environmental health research. However, their potential for determining aggregated air quality index (AQI) based on PM2.5 concentration in specific locations remains largely unexplored in the existing literature. In this paper, we thoroughly examine the challenges associated with predicting location-specific PM2.5 concentration using images taken with smartphone cameras. The focus of our study is on Dhaka, the capital of Bangladesh, due to its significant air pollution levels and the large population exposed to it. Our research involves the development of a Deep Convolutional Neural Network (DCNN), which we train using over a thousand outdoor images taken and annotated. These photos are captured at various locations in Dhaka, and their labels are based on PM2.5 concentration data obtained from the local US consulate, calculated using the NowCast algorithm. Through supervised learning, our model establishes a correlation index during training, enhancing its ability to function as a Picture-based Predictor of PM2.5 Concentration (PPPC). This enables the algorithm to calculate an equivalent daily averaged AQI index from a smartphone image. Unlike, popular overly parameterized models, our model shows resource efficiency since it uses fewer parameters. Furthermore, test results indicate that our model outperforms popular models like ViT and INN, as well as popular CNN-based models such as VGG19, ResNet50, and MobileNetV2, in predicting location-specific PM2.5 concentration. Our dataset is the first publicly available collection that includes atmospheric images and corresponding PM2.5 measurements from Dhaka. Our codes and dataset are available at https://github.com/lepotatoguy/aqi .",https://doi.org/10.1038/s41598-023-51015-1
Advancing nuanced pollution control: Local improvements and spatial spillovers of policies on key enterprises,Dong Liu|Xiao Li|Haijia Shi|Zuozhi Chen,2024,13,NOT Open Access,,https://doi.org/10.1016/j.jenvman.2024.120533
Fresh air eases work—the effect of air quality on individual investor activity,Steffen Meyer|Michaela Pagel,2024,12,Open Access,"Abstract This article shows that contemporaneous and lagged air pollution negatively affects the likelihood of German individual investors to log in and trade in their brokerage accounts, using intraday data and controlling for investor-, weather-, traffic-, and market-specific factors. A 1 SD increase in air pollution leads to a 1.3 percent reduction in the probability of logging in, which is larger than the response to a 1 SD increase in sunshine. We argue that changes in air pollution affect productivity in cognitively demanding tasks, such as trading. Our results are robust to macroeconomic productivity shocks, nonlinearities, or measurement error.",https://doi.org/10.1093/rof/rfae005
Does air quality improvement promote enterprise productivity increase? Based on the spatial spillover effect of 242 cities in China,Dong Le|Yusong Li|Fei Ren,2022,12,Open Access,"Introduction: Air pollution not only harms people's health, but also impedes urban economic development. This study aims to analyze how air quality improvement affects enterprise productivity. And then from regional and time heterogeneities' aspects to investigate if the air quality improvement increase enterprise productivity. Methods: The data were obtained from China Industrial Enterprise Database and China Patent Database,and this study used Spatial Durbin Model to analyze how air quality improvement affects enterprise productivity. Results: The results show that: (1) air quality improvement and its spatial spillover effect can significantly increase enterprise productivity in adjacent areas. (2) After 2010, the government implemented more stringent measures to prevent and control air pollution, which made the air quality improvement promote enterprise productivity increase more obviously. The air quality improvement in eastern and central regions was less obvious than in western regions. (3) Air quality improvement can increase enterprise productivity by improving enterprise innovation quality, ensuring the health of urban residents, and increasing the stock of urban human capital. Conclusion: Air quality improvement and its spatial spillover effect can significantly increase enterprise productivity in adjacent areas. So this study puts forward some policy enlightenment, such as establishing an air pollution detection system, using an intelligent network supervision platform, and implementing a coordinated defense and governance system.",https://doi.org/10.3389/fpubh.2022.1050971
How does heavy haze weather impact operational efficiency? An empirical study of Chinese manufacturing firms,Yefei Yang|Ziwei Wang|Ciwei Dong|T.C.E. Cheng,2024,9,NOT Open Access,,https://doi.org/10.1016/j.ijpe.2024.109264
Preliminary study on the spread of air-borne pollutants in urban environment: a CFD simulation approach,Fatma Ahmad|Debjit Majumder|Rabs Ranjit|Aman Gupta|Michael Manhart,2025,8,Open Access,"The spreading of pollutants within urban areas, particularly from traffic emissions, poses a significant health risk. Computational Fluid Dynamics (CFD) has emerged as a key tool in understanding how pollutants spread within a city. In particular, the large-eddy simulation (LES) approach allows us to capture the complex time-dependent behaviour of the 3D flow field due to buildings in a dense urban environment. This work utilizes the CFD tool MGLET (Multi Grid Large Eddy Turbulence) to model the transport of pollutants within a selected domain in Munich city. MGLET offers a feature of simulating transport of multiple passive scalar quantities simultaneously. This facilitates the individual analysis of emissions from each major street in the domain of interest, providing detailed insights into their respective impacts. Additionally, MGLET utilizes the Immersed Boundary Method to resolve 3D building geometries, removing the need to generate body-fitted grids, which tends to be highly time-consuming. The streets are defined by area sources, and the emission rates for each street are defined by the average traffic flow rate. This high-fidelity approach offers a detailed analysis, allowing us to identify local features such as recirculation zones in street canyons and pinpoint the streets that contribute most significantly to pollution at specific locations. The insights from CFD studies can empower policymakers to craft legislation tailored to local pollution control efforts, thus enhancing the quality of life in urban areas. Ultimately, the accurate prediction of pollutant concentration is critical, as it directly impacts the health and well-being of urban residents, highlighting the urgent need for effective pollution control measures.",https://doi.org/10.1038/s41598-025-03197-z
Agglomeration: Economic and Environmental Impacts,Junjie Wu,2019,17,NOT Open Access,,https://doi.org/10.1146/annurev-resource-100518-094151
The Impact of Air Pollution on Labor Supply in China,Mingxuan Fan|Corbett Grainger,2023,17,Open Access,"A growing body of literature demonstrates that air pollution has negative impacts on human health, cognitive ability, and labor productivity, but little is known about the effect of chronic air pollution on labor supply decisions. We use restricted-access individual-level panel data from the China Family Panel Survey (CFPS), paired with sub-district level remote-sensing estimates of air pollution, to evaluate the impact of chronic exposure to fine particulate matter (PM2.5) on an individual’s hours worked. We exploit within-individual changes in air pollution, and fixed effects estimates indicate that an increase of 1 μg/m3 in PM2.5 reduces an individual’s average hours worked by about 14 min per week. We then leverage the city-level roll-out of air pollution monitoring and information provision to test hypotheses about the underlying mechanisms. We show that individuals with poor health respond to changes in PM2.5 the most. For individuals who are environmentally unaware, this effect is mostly through an impact of pollution on health, while individuals who are environmentally aware engage in avoidance behavior. Finally, the roll-out of monitoring and information provision at the city level plays an important role in raising awareness and individuals’ responsiveness to pollution.",https://doi.org/10.3390/su151713082
Prioritization of Environmental Uncertainty and Manufacturing Flexibility for Labor-Intensive Industry: A Case Study on Ready-Made Garment Industries in Bangladesh,Chowdhury Jony Moin|Mohammad Iqbal|A. Malek|Mohammad Muhshin Aziz Khan|Rezwanul Haque,2022,10,Open Access,"Manufacturing flexibility is a widely accepted manufacturing strategy for mitigating the negative impacts of environmental uncertainty on firm performance and is also a required strategic attribute to acclimatize mass customization and agile manufacturing. Manufacturing flexibility has been adequately studied for technology-intensive industries but remains inadequately addressed for labor-intensive industries. In this study, a framework is proposed for sorting the relevant manufacturing flexibility types for the relevant environmental uncertainty types as an initial step towards implementing manufacturing flexibility in labor-intensive industries. This study considered the RMG (ready-made garment) industries in Bangladesh, which are mostly labor-intensive, as a case. Different types of manufacturing flexibility and environmental uncertainty were identified through a deductive approach from the existing literature and theory. Then, final sorting was conducted through a focus group discussion using the analytical hierarchy process (AHP) and decision making trial and evaluation laboratory (DEMATEL) techniques. This study revealed that demand, competitor, supplier, and technology uncertainty were ranked sequentially from first to fourth. This study also revealed that demand and competitor uncertainty would be the first-line focus, and supplier uncertainty the second-line focus, of decision makers. Similarly, new product, volume, workforce, and modification flexibility were ranked sequentially from first to fourth, and these would be considered first-line focuses by decision makers. This study also showed that all types of environmental uncertainties had an internal effect (one type affects another type within the types of environmental uncertainty). Internal effects among the different types of manufacturing flexibility were also identified. This study contributes to the theory of manufacturing flexibility for labor-intensive industries and will help decision makers gradually implement manufacturing flexibility based on their capacity and goal.",https://doi.org/10.3390/systems10030067
Impact of air quality on enterprise productivity: Evidence from Chinese listed companies,Su Liu|Yue‐tao Yang|Ling Cai,2023,9,Open Access,"We provide insights and innovative ideas for China to achieve green development and promote high-quality economic development by studying the impact of air quality on enterprise productivity. This paper uses data from 2008 to 2016 for A-share companies listed on the Shanghai and Shenzhen stock markets, as well as the levels of particulate matter under 2.5 μm in diameter for 214 major Chinese cities. At the same time, this paper innovatively applies regression discontinuity and the Spatial Durbin Model for empirical testing. Considering the endogeneity, we choose the air flow index as an instrumental variable and the generalized space two-stage least squares method for the endogenous test. Additionally, we use dynamic regression and different spatial weight matrix to conduct robustness tests and reselect data from 2008 to 2012 and 2013 to 2016 as samples. Moreover, we test corporate heterogeneity from three perspectives: pollutant type, firm equity, and an industry’s technological level. The results show that the deterioration of local air quality significantly inhibits firm productivity, while the spatial spillover effects of pollution from surrounding cities also have a significant dampening effect on firm productivity. This negative effect is transmitted through research and development innovation capacity, human capital, and government subsidies. This empirical evidence from listed companies can be used for evaluating air quality management to enhance enterprise productivity, as well as to provide policy recommendations for boosting firm productivity through improved air quality.",https://doi.org/10.3389/fenvs.2022.1095393
The spatial spillover effect of higher SO2 emission tax rates on PM2.5 concentration in China,Kaifeng Wang|Yu Liu|Shaochen Wang|Chengpeng Li,2023,8,Open Access,"Abstract In this paper, the adoption of SO 2 emission tax rates higher than the legal minimum standard is regarded as a noteworthy policy reform in China (quasi-natural experiment), and a spatial Difference-in-Differences (Spatial-DID) model is constructed to test the direct effects (local effects) and indirect effects (spatial spillover effects) of SO 2 emission tax policy reform on PM 2.5 concentrations in the atmosphere of 285 China’s cities. The estimation and calculation results of the Spatial-DID model show that the SO 2 emission tax policy reform can significantly reduce local PM 2.5 concentration and significantly promote PM 2.5 concentration in surrounding areas. The results of heterogeneity analysis show that the SO 2 emission tax policy reform can produce a relatively more beneficial spatial spillover effect in eastern cities and higher administrative level cities, while the pollutants emission rights trading and the reform of NO x emission tax rates can produce beneficial spatial spillover effects when cooperating with the reform of SO 2 emission tax rates. The results of the mediation effect analysis show that the higher SO 2 emission tax rate can aggravate the surrounding PM 2.5 pollution by promoting the aggregation level of industrial production factors and the industrial SO 2 emission intensity in the surrounding areas, which can support the existence of the pollution heaven effect.",https://doi.org/10.1038/s41598-023-31663-z
"The Non-Linear Relationship between Air Pollution, Labor Insurance and Productivity: Multivariate Adaptive Regression Splines Approach",Syamsiyatul Muzayyanah|Cheng‐Yih Hong|Rishan Adha|Su‐Fen Yang,2023,8,Open Access,"This study explores the non-linear relationship between air pollution, socio-economic factors, labor insurance, and labor productivity in the industrial sector in Taiwan. Using machine learning, specifically multivariate adaptive regression splines (MARS), provides an alternative approach to examining the impact of air pollution on labor productivity, apart from the traditional linear relationships and parametric methods employed in previous studies. Examining this topic is imperative for advancing the knowledge on the effects of air pollution on labor productivity and its association with labor insurance, employing a machine learning framework. The results reveal that air pollution, particularly PM10, has a negative impact on labor productivity. Lowering the PM10 level below 36.2 μg/m3 leads to an increase in marginal labor productivity. Additionally, the study identifies labor insurance as a significant factor in improving productivity, with a 9% increase in the total number of labor insurance holders resulting in a substantial 42.9% increase in productivity. Notably, a link between air pollution and insurance is observed, indicating that lower air pollution levels tend to be associated with higher labor insurance coverage. This research holds valuable implications for policymakers, businesses, and industries as it offers insights into improving labor productivity and promoting sustainable economic development.",https://doi.org/10.3390/su15129404
"The ambient air quality standards, green innovation, and urban air quality: evidence from China",Han Zhang|Dandan Zhang|Wenfan Qian|Shaofeng Xu,2023,8,Open Access,"As China's economy transitions, environmental issues have become a major concern. This study examines the impact of Ambient Air Quality Standards (AAQS) on urban air quality using panel data from 284 cities in China from 2006 to 2019. The study utilizes DID (Difference-in-Difference) models to analyze the regulatory effects of AAQS and its spatial spillover. Additionally, the serial multiple mediation models are constructed to investigate the role of green innovation. The findings reveal that the AAQS positively affects urban air quality, albeit with a notable ""hysteresis effect."" Local implementation of AAQS worsens air quality in neighboring cities within a distance of 400 km, but beyond 400 km, the effect is reversed. Heterogeneity analysis shows that AAQS improves air quality in central cities, large-sized and medium-sized cities, cities with weak environmental governance, and resource-based cities. Mechanism tests suggest that AAQS may enhance urban air quality by promoting green innovation and optimizing industrial structure. Especially, either the energy-use effect or industrial-structure effect triggered by green innovation can contribute to the improvement of urban air quality.",https://doi.org/10.1038/s41598-023-47112-w
Local green economic growth and natural resources development in China,Amei Feng|Liqian Liu,2023,5,NOT Open Access,,https://doi.org/10.1016/j.resourpol.2023.104077
Asymmetric effects of natural and socioeconomic factors on PM2.5 pollution in Chinese counties,Biao Sun|Jihong Li,2025,5,Open Access,"With rapid urbanization intensifying air pollution, especially PM 2.5 , which poses a serious threat to public health, clarifying its spatial differentiation patterns and driving mechanisms is of great practical significance. As factors may exert different magnitudes and even opposite directions of influence across PM 2.5 levels, accounting for asymmetric effects is essential for designing targeted and effective governance strategies. We developed a spatial zoning plan for 2851 counties in China using annual average PM 2.5 remote sensing data from 2000 to 2015. Geographic detectors and quantile regression models were used to reveal the dominant factors and asymmetric effects affecting PM 2.5 pollution in 2015, respectively. The results show significant spatial agglomeration of PM 2.5 (Moran’s I = 0.9387), with a pronounced divergence across the Hu Huanyong Line. Combining the spatial classification and temporal trends of PM 2.5 pollution, 84.5% of counties need to be treated (523 counties belong to key governance zone), and 15.5% of counties are classified as coexistence areas. The influences of socio-economic factors on PM 2.5 (additive q-value 0.7881) are greater than those of natural condition factors (additive q-value 0.7036), and land urbanization is the leading factor. The interesting findings are that the coefficient of population size declines with increasing pollution quantiles—its effect at the 10th quantile (0.1104) is nearly four times that at the 90th (0.0296), and that land urbanization showed an inverted U-shaped curve, while per capita GDP presented a U-shaped trend. Moreover, favorable natural conditions have mitigated local PM 2.5 pollution. These findings uncover how socio-economic and natural drivers perform differently at varying pollution levels, offering novel insights into targeted zoning regulation.",https://doi.org/10.1038/s41598-025-03138-w
Firm Innovation in Hazy Days: Chinese Evidence,Liyang Wan|Yunxiao Liu|Kangjuan Lv|Ning Zhang,2024,4,Open Access,"Abstract This paper estimates the causal effect of air pollution on firm innovation based on a nationwide sample of Chinese manufacturing firms. Using thermal inversion as instrument variable (IV), we demonstrate that air pollution significantly hurts firm innovation performance: a 1% increase in air pollution (PM2.5) in the past year, from its mean value, amounts to a 1.5% decrease in the number of invention patents compared to the average between 1999 and 2013. We also provide the casual estimate using regression discontinuity design (RDD) by exploiting the exogenous variation in pollution level caused by China’s Huai River policy: the decrease in firms’ invention patents is approximately 2.2% in the regions north of the Huai River Line. The underlying mechanism analyses reveal that poor air quality has detrimental effects on labor productivity, firms’ human capital accumulation, and financing ability. These findings highlight the substantial costs associated with air pollution, which are greater than previously thought, as it hinders innovation, a crucial driver of long-term economic growth.",https://doi.org/10.1007/s10640-024-00878-7
The Effects of Air Pollution on Firms’ Internal Control Quality: Evidence from China,Siyi Liu|Daoguang Yang|Nian Liu|Xin Liu,2019,11,Open Access,"Research on the consequences of air pollution has tended to focus on the macro and environmental effects on human health, often ignoring micro effects. In this paper, we empirically investigate the micro-institutional costs of air pollution, and our results show that in China, firms’ internal control quality is significantly and negatively associated with the severity of air pollution in its home city and that the most significant effects of air pollutants are those of PM2.5 and SO2, confirming that air pollution incurs micro-institutional costs. We find that this effect varies depending on factors related to the environment, ownership structure, the demographic traits of the board of directors’ chairman, and employees. Further analysis indicates that air pollution can degrade the quality of accounting information, provoke agency problems, and lower firm value. This study reveals the micro-institutional costs of air pollution and identifies the mechanisms by which air pollution affects the quality of macroeconomic development. By so doing, this study enables China’s government and public to better its understanding of air pollution and recognize the value of the Blue-Sky Protection Campaign. This study also reinforces the importance of the transition toward a new economic mode based on “high-quality development,” which will play a vital role in China’s new era.",https://doi.org/10.3390/su11185068
Air pollution induces aggregate productivity growth: evidence from Chinese firms through productivity decomposition analysis,D Ye|Lingyun Huang|Tor Eriksson,2024,3,NOT Open Access,,https://doi.org/10.1007/s10668-024-05758-0
Market-Based Pollution Abatement Strategies: Risk Management Using Emission Option Contracts,Anshuman Gupta|Costas D. Maranas,2003,28,NOT Open Access,,https://doi.org/10.1021/ie020467d
