Title,Author,Year,Citation count,Open access,DOI,Abstract
The Productivity Consequences of Pollution-Induced Migration in China,Gaurav Khanna|Wenquan Liang|Ahmed Mushfiq Mobarak|Ran Song,2025,18,NOT Open Access,https://doi.org/10.1257/app.20220655,
"Progress in Mechanisms, Pathways and Cohort Studies About the Effects of PM2.5 Exposure on the Central Nervous System",Mengwen Ye|Jiacheng Yang|Jiaxin Li|Yifan Wang|Wei‐Qiang Chen|Li Zhu|TianYao Wang|Jun Liu|Daoying Geng|Zekuan Yu,2023,16,NOT Open Access,https://doi.org/10.1007/s44169-023-00034-0,
Temporal Variation of Particulate Matter (PM) and Potential Sources at an Urban Site of Udaipur in Western India,Ravi Yadav|L. K. Sahu|S. N. A. Jaaffrey|Gufran Beig,2014,105,Open Access,https://doi.org/10.4209/aaqr.2013.10.0310,"Measurements of mass concentrations of particulate matters (PM2.5 and PM10) and mixing ratio of carbon monoxide (CO) were made at an urban site of Udaipur (24.58°N, 73.68°E) in India from April 2010 to March 2011. Concentrations of PM2.5, PM10 and CO show strong diurnal and seasonal variations. The highest concentrations coincide with the rush traffic and lower nocturnal boundary layer depth. The lowest concentrations in the afternoon hours are attributed to the dilution caused by higher boundary layer height and reduced traffic. The levels of trace constituents during the weekend were significantly reduced compared to the weekdays of observations. The daily PM2.5, PM10 and CO varied in the large ranges of 8–111 µg/m3, 28–350 µg/m3 and 145–795 ppbv, respectively. PM2.5 and CO show strong seasonality with higher and lower values during winter and monsoon seasons, respectively, while PM10 shows highest value during the pre-monsoon season. Flow of cleaner marine air and negligible biomass burning resulted in lower values in the monsoon season. Long-rang transport and extensive biomass burning caused higher values in winter and pre-monsoon seasons. Back trajectories show seasonal shift in the long- range transport which is consistent with the seasonality of aerosols and CO. Except for the monsoon season, mass concentrations of PM2.5 and PM10 show good correlation (typically r2 > 0.5). Relations of PM2.5 and PM10 with CO varied with the season but show good correlations (r2 > 0.5) during the winter season, while poor correlation during monsoon. The correlations suggest dominance of combustion related emissions particularly during winter season. Monthly emission ratios of ΔPM2.5/ΔPM10, ΔPM2.5/ΔCO and ΔPM10/ΔCO varied in the ranges of 0.19–0.31 µg/m3/ppbv, 0.05–0.10 µg/m3/ppbv and 0.15–0.25 µg/m3/ppbv, respectively. The mass concentration of PM2.5 tends to decrease with the increasing wind speed, while PM10 increases with wind speed."
"Air Pollution Concentrations of PM2.5, PM10 and NO2 at Ambient and Kerbsite and Their Correlation in Metro City – Mumbai",Rakesh Kumar|Abba Elizabeth Joseph,2006,94,NOT Open Access,https://doi.org/10.1007/s10661-005-9022-7,
Ambient air pollution and human performance: Contemporaneous and acclimatization effects of ozone exposure on athletic performance,Jamie T. Mullins,2018,47,NOT Open Access,https://doi.org/10.1002/hec.3667,
"Carbon monoxide and risk of outpatient visits due to cause-specific diseases: a time-series study in Yichang, China",Yu Wang|Chengye Yao|Chengzhong Xu|Xinying Zeng|Maigeng Zhou|Yun Lin|Pei Zhang|Peng Yin,2019,35,Open Access,https://doi.org/10.1186/s12940-019-0477-3,"BACKGROUND: Previous studies showed inconsistent results on risk of increased outpatient visits for cause-specific diseases associated with ambient carbon monoxide (CO). METHODS: Daily data for CO exposure and outpatient visits for all-causes and five specific diseases in Yichang, China from 1st January 2016 to 31st December 2017 were collected. Generalised additive models with different lag structures were used to examine the short-term effects of ambient CO on outpatient visits. Potential effect modifications by age, sex and season were examined. RESULTS: of CO at lag06 (a moving average of lag0 to lag6), was associated with 24.67% (95%CI: 14.48, 34.85%), 21.79% (95%CI: 12.24, 31.35%), 39.30% (95%CI: 25.67, 52.92%), 25.83% (95%CI: 13.91, 37.74%) and 19.04% (95%CI: 8.39, 29.68%) increase in daily outpatient visits for all-cause, respiratory, cardiovascular, genitourinary and gastrointestinal diseases respectively. The associations for all disease categories except for genitourinary diseases were statistically significant and stronger in warm seasons than cool seasons. CONCLUSION: Our analyses provide evidences that the CO increased the total and cause-specific outpatient visits and strengthen the rationale for further reduction of CO pollution levels in Yichang. Ambient CO exerted adverse effect on respiratory, cardiovascular, genitourinary, gastrointestinal and neuropsychiatric diseases especially in the warm seasons."
Seasonal variation of PM2.5 in the central Indo-Gangetic Plain (Patna) of India: chemical characterization and source assessment,Amrendra Kumar|Ishwar Chandra Yadav|Anuradha Shukla|Ningombam Linthoingambi Devi,2020,31,NOT Open Access,https://doi.org/10.1007/s42452-020-3160-y,
What Are the Benefits of High-Frequency Data for Fixed Effects Panel Models?,Dalia Ghanem|Aaron Smith,2020,24,NOT Open Access,https://doi.org/10.1086/710968,
Air pollution kills competition: Evidence from eSports,Jiawei Mo|Zenan Wu|Ye Yuan,2023,18,NOT Open Access,https://doi.org/10.1016/j.jeem.2023.102886,
Pre-COVID-19 pandemic: effects on air quality in the three cities of India using fuzzy MCDM model,S. Suresh|Rahul Modi|Abhay Sharma|S. Arisutha|Mika Sillanpää,2021,11,Open Access,https://doi.org/10.1007/s40201-021-00754-2,
Impacts of building envelope design on indoor ozone exposures and health risks in urban environments,Nan Ma|Max Hakkarainen|Miaomiao Hou|Dorit Aviv|William W. Braham,2022,10,NOT Open Access,https://doi.org/10.1177/1420326x221112010,
Assessment of variation in air quality over Delhi and neighbouring cities of Noida and Greater Noida,Deepak Sharma|Vijay Kumar Soni|Subhalaxmi Pradhan,2022,7,NOT Open Access,https://doi.org/10.1007/s12040-022-01902-4,
The Solvable Challenge of Air Pollution in India,Michael Greenstone|Santosh Harish|Rohini Pande|Anant Sudarshan,2018,7,NOT Open Access,,
The interactive effects of temperature and air quality on productivity,James S. Goodenberger|Robert Munk|Garrett Senney,2024,1,NOT Open Access,https://doi.org/10.1080/00036846.2024.2365457,
AEA Papers and Proceedings,,2018,864,NOT Open Access,https://doi.org/10.1257/pandp,
Indoor Air Quality and Cognitive Performance,Steffen Künn|J.P. Palacios|Nico Pestel,2019,39,Open Access,https://doi.org/10.2139/ssrn.3460848,
Air Pollution and Adult Cognition: Evidence from Brain Training,Andrea La Nauze|Edson Severnini,2021,38,Open Access,https://doi.org/10.3386/w28785,"We exploit novel data from brain-training games to examine the impacts of air pollution on a comprehensive set of cognitive skills in adults. We find that exposure to particulate matter (PM2.5) impairs adult cognitive function, and that these effects are largest for those in prime working age. These results confirm a hypothesized mechanism for the impacts of air pollution on workforce productivity. We also find that the cognitive effects are largest for new tasks and for those with low ability, suggesting that air pollution increases inequality in productivity."
The Nonlinear Effects of Air Pollution on Health: Evidence from Wildfire Smoke,Nolan Miller|David Molitor|Eric Zou,2024,8,Open Access,https://doi.org/10.3386/w32924,"We estimate how acute air pollution exposure from wildfire smoke impacts human health in the U.S., allowing for nonlinear effects.Wildfire smoke is pervasive and produces air quality shocks of varying intensity, depending on wind patterns and plume thickness.Using administrative Medicare records for 2007-2019, we estimate that wildfire smoke accounts for 18% of ambient PM2.5 concentrations, 0.42% of deaths, and 0.69% of emergency room visits among adults aged 65 and over.Smaller pollution shocks have outsized health impacts, indicating significant health benefits from improving air quality, even in areas meeting current regulatory standards."
Gender Peer Effects in the Workplace: A Field Experiment in Indian Call Centers,Deepshikha Batheja,2024,3,Open Access,https://doi.org/10.2139/ssrn.4949644,
Making the Invisible Visible: The Impact of Revealing Indoor Air Pollution on Behavior and Welfare,Robert Metcalfe|Sefi Roth,2025,3,Open Access,https://doi.org/10.2139/ssrn.5150899,
