Title,Author,Year,Citation count,Open access,DOI,Abstract
Combined impacts of climate and air pollution on human health and agricultural productivity,Jana Sillmann|Kristin Aunan|Lisa Emberson|Patrick Büker|Bob van Oort|Connie O’Neill|Noelia Otero|Divya Pandey|Anouk Brisebois,2021,104,Open Access,https://doi.org/10.1088/1748-9326/ac1df8,"Abstract Climate change and air pollution can interact to amplify risks to human health and crop production. This has significant implications for our ability to reach the Sustainable Development Goals (e.g. SDGs 2, 3, 13, 15) and for the design of effective mitigation and adaptation policies and risk management. To be able to achieve the SDG targets, closer integration of climate change and air pollution both in terms of impact assessment for human health and agricultural productivity and respective policy development is needed. Currently, studies estimating the impacts of climate and air pollutants on human health and crops mostly treat these stressors separately, and the methods used by the health and agricultural science communities differ. Better insights into the methods applied in the different communities can help to improve existing and develop new methods to advance our knowledge about the combined impacts of climate change and air pollution on human health and crops. This topical review provides an overview of current methodologies applied in the two fields of human health and agricultural crop impact studies, ranging from empirical regression-based and experimental methods to more complex process-based models. The latter are reasonably well developed for estimating impacts on agricultural crops, but not for health impacts. We review available literature addressing the combined effects of climate and air pollution on human health or agricultural productivity to provide insights regarding state-of-the-art knowledge and currently available methods in the two fields. Challenges to assess the combined effect of climate and air pollution on human health and crops, and opportunities for both fields to learn from each other, are discussed."
Effect of high temperature stress on the reproductive growth of strawberry cvs. ‘Nyoho’ and ‘Toyonoka’,Nadine Ledesma|Miki Nakata|N. Sugiyama,2008,103,NOT Open Access,https://doi.org/10.1016/j.scienta.2007.12.010,
Productivity loss amid invisible pollution,Chunchao Wang|Qianqian Lin|Yun Qiu,2022,68,NOT Open Access,https://doi.org/10.1016/j.jeem.2022.102638,
Hazed and Confused: The Effect of Air Pollution on Dementia,Kelly Bishop|Jonathan D. Ketcham|Nicolai V. Kuminoff,2022,67,NOT Open Access,https://doi.org/10.1093/restud/rdac078,
Global burden of mortalities due to chronic exposure to ambient PM 2.5 from open combustion of domestic waste,John K. Kodros|Christine Wiedinmyer|Bonne Ford|Rachel Cucinotta|Ryan W. Gan|Sheryl Magzamen|Jeffrey R. Pierce,2016,63,Open Access,https://doi.org/10.1088/1748-9326/11/12/124022,"Uncontrolled combustion of domestic waste has been observed in many countries, creating concerns for air quality; however, the health implications have not yet been quantified. We incorporate the Wiedinmyer et al (2014 Environ. Sci. Technol. 48 9523–30 ) emissions inventory into the global chemical-transport model, GEOS-Chem, and provide a first estimate of premature adult mortalities from chronic exposure to ambient PM 2.5 from uncontrolled combustion of domestic waste. Using the concentration-response functions (CRFs) of Burnett et al (2014 Environ. Health Perspect. 122 397–403 ), we estimate that waste-combustion emissions result in 270 000 (5th–95th: 213 000–328 000) premature adult mortalities per year. The confidence interval results only from uncertainty in the CRFs and assumes equal toxicity of waste-combustion PM 2.5 to all other PM 2.5 sources. We acknowledge that this result is likely sensitive to choice of chemical-transport model, CRFs, and emission inventories. Our central estimate equates to 9% of adult mortalities from exposure to ambient PM 2.5 reported in the Global Burden of Disease Study 2010. Exposure to PM 2.5 from waste combustion increases the risk of premature mortality by more than 0.5% for greater than 50% of the population. We consider sensitivity simulations to uncertainty in waste-combustion emission mass, the removal of waste-combustion emissions, and model resolution. A factor-of-2 uncertainty in waste-combustion PM 2.5 leads to central estimates ranging from 138 000 to 518 000 mortalities per year for factors-of-2 reductions and increases, respectively. Complete removal of waste combustion would only avoid 191 000 (5th–95th: 151 000–224 000) mortalities per year (smaller than the total contributed premature mortalities due to nonlinear CRFs). Decreasing model resolution from 2° × 2.5° to 4° × 5° results in 16% fewer mortalities attributed to waste-combustion PM 2.5 , and over Asia, decreasing resolution from 0.5° × 0.666° to 2° × 2.5° results in 21% fewer mortalities attributed to waste-combustion PM 2.5. Owing to coarse model resolution, our global estimates of premature mortality from waste-combustion PM 2.5 are likely a lower bound."
"Air Pollution and Mortality in Elderly People: A Time-Series Study in Sao Paulo, Brazil",Paulo Hilário Nascimento Saldiva|C. Arden Pope|Joel Schwartz|Douglas W. Dockery|A.J.F.C. Lichtenfels|João Marcos Salge|Ivana Barone|György Böhm,1995,331,NOT Open Access,https://doi.org/10.1080/00039896.1995.9940893,
Increases in Heart Rate during an Air Pollution Episode,Annette Peters|Siegfried Perz|Angela Döring|Jutta Stieber|Wolfgang Köenig|H-Erich Wichmann,1999,255,NOT Open Access,https://doi.org/10.1093/oxfordjournals.aje.a009934,
"Air pollution and health effects: A study of medical visits among children in Santiago, Chile.",Bart Ostro|Gunnar S. Eskeland|José Miguel Sánchez|Tarhan Feyzioglu,1999,146,Open Access,https://doi.org/10.1289/ehp.9910769,"Many epidemiological studies conducted in the last several years have reported associations between exposure to airborne particulate matter, measured as PM10 (<10 microm in diameter), and daily morbidity and mortality. However, much of the evidence involves effects on the elderly population; there is less evidence about the effects of particulates on children, especially those under 2 years of age. To examine these issues, we conducted time-series analyses of 2 years of daily visits to primary health care clinics in Santiago, Chile, where counts were computed for either upper or lower respiratory symptoms and for cohorts of children 3-15 years of age and below age 2. Daily PM10 and ozone measurements and meteorological variables were available from instruments located in downtown Santiago. The multiple regression analysis indicates a statistically significant association between PM10 and medical visits for lower respiratory symptoms in children ages 3-15 and in children under age 2. PM10 is also associated with medical visits related to upper respiratory symptoms in the older cohort, while ozone is associated with visits related to both lower and upper respiratory symptoms in the older cohort. For children under age 2, a 50- microg/m3 change in PM10 (the approximate interquartile range) is associated with a 4-12% increase in lower respiratory symptoms. For children 3-15 years of age, the increase in lower respiratory symptoms ranges from 3 to 9% for a 50- microg/m3 change in PM10 and 5% per 50 ppb change in ozone. These magnitudes are similar to results from studies of children undertaken in Western industrial nations."
Effect of air pollution on athlete health and performance,Kenneth W. Rundell,2012,118,NOT Open Access,https://doi.org/10.1136/bjsports-2011-090823,
Psychological effects of air pollution on healthy residents—A time-series approach,Monika Bullinger,1989,86,NOT Open Access,https://doi.org/10.1016/s0272-4944(89)80002-7,
Piece rates and their effects on health and safety – A literature review,Bo Johansson|Kjell Rask|Magnus Stenberg,2010,77,NOT Open Access,https://doi.org/10.1016/j.apergo.2009.12.020,
Strawberry yield efficiency and its correlation with temperature and solar radiation,Pedro Palencia|F. Martínez|J.J. Medina|J. A. Medina,2013,75,Open Access,https://doi.org/10.1590/s0102-05362013000100015,"The impact that future climatic conditions will have on agricultural productivity depends on the sensitivity to each environmental factor and relative changes in temperature, precipitation and UV-B radiation. The strawberry (Fragaria x ananassa) is a microclimatic crop cultivated almost worldwide and Spain is the world's second-largest strawberry producer after the USA. Strawberry production in Huelva has been affected by climate change in recent decades. Temperature and solar radiation are primary environmental factors controlling short-day strawberry plant growth and development. Temperature is a limiting factor in crop productivity. We assessed the effect of variations in temperature and solar radiation on strawberry production and crop cycle duration. The study was carried out in commercial strawberry fruit production fields in the province of Huelva (Spain's southwestern coast). Fresh plants of cv. Camarosa were cultivated from October to June. The resulting crop was recorded weekly in the production field: early and total strawberry productions (g/plant), were recorded from January to March and from January to May, respectively. Data revealed that between early production and temperature (R²= 0.86) and between early production and solar radiation (R²= 0.73) there was a linear relationship. However, total production and temperature (R²= 0.69) and total production and solar radiation (R²= 0.69) were related by a quadratic relationship. Our estimates suggest that strawberry production could be affected by climate change. Due to the relationship between yield and temperature, and between yield and solar radiation, climate change scenarios were found to result in reductions in crop cycle duration."
Local PM10 and PM2.5 emission inventories from agricultural tillage and harvest in northeastern China,Weiwei Chen|Daniel Tong|Shichun Zhang|Xuelei Zhang|Hongmei Zhao,2016,73,NOT Open Access,https://doi.org/10.1016/j.jes.2016.02.024,
Fine and coarse particulate air pollution in relation to respiratory health in Sweden,Saskia M. Willers|Charlotta Eriksson|Lars Gidhagen|Mats E. Nilsson|Göran Pershagen|Tom Bellander,2013,54,Open Access,https://doi.org/10.1183/09031936.00088212,"Health effects have repeatedly been associated with residential levels of air pollution. However, it is difficult to disentangle effects of long-term exposure to locally generated and long-range transported pollutants, as well as to exhaust emissions and wear particles from road traffic. We aimed to investigate effects of exposure to particulate matter fractions on respiratory health in the Swedish adult population, using an integrated assessment of sources at different geographical scales. The study was based on a nationwide environmental health survey performed in 2007, including 25,851 adults aged 18-80 years. Individual exposure to particulate matter at residential addresses was estimated by dispersion modelling of regional, urban and local sources. Associations between different size fractions or source categories and respiratory outcomes were analysed using multiple logistic regression, adjusting for individual and contextual confounding. Exposure to locally generated wear particles showed associations for blocked nose or hay fever, chest tightness or cough, and restricted activity days with odds ratios of 1.5-2 per 10-μg·m(-3) increase. Associations were also seen for locally generated combustion particles, which disappeared following adjustment for exposure to wear particles. In conclusion, our data indicate that long-term exposure to locally generated road wear particles increases the risk of respiratory symptoms in adults."
The relationship between monthly air pollution and violent crime across the United States,Jesse Burkhardt|Jude Bayham|Ander Wilson|Jesse D. Berman|Katelyn O’Dell|Bonne Ford|Emily V. Fischer|Jeffrey R. Pierce,2019,53,NOT Open Access,https://doi.org/10.1080/21606544.2019.1630014,
Responses of two strawberry cultivars to severe high temperature stress at different flower development stages,Nadine Ledesma|Saneyuki Kawabata,2016,43,NOT Open Access,https://doi.org/10.1016/j.scienta.2016.09.007,
Exposure of agricultural workers in California to wildfire smoke under past and future climate conditions,Miriam E. Marlier|Katherine I Brenner|Jia Coco Liu|Loretta J. Mickley|Sierra Raby|Eric James|Ravan Ahmadov|Heather E. Riden,2022,39,Open Access,https://doi.org/10.1088/1748-9326/ac8c58,"Abstract Wildfire activity in the western U.S. has increased in frequency and severity in recent decades. Wildfire smoke emissions contribute to elevated fine particulate matter (PM2.5) concentrations that are dangerous to public health. Due to the outdoor and physically demanding nature of their work, agricultural workers are particularly vulnerable to wildfire smoke pollution. In this study, we quantify the potential exposure of agricultural workers in California to past (2004–2009) and future (2046–2051) smoke PM2.5. We find that while absolute increases in smoke PM2.5 exposure are largest in northern California, agricultural regions in the Central Valley and Central Coast may be highly vulnerable to future increases in smoke PM2.5 concentrations. We find an increase from 6 to 8 million worker smoke exposure days (+35%) of ‘smokewave’ exposure for agricultural workers across the state under future climate conditions, with the largest increases in Tulare, Monterey, and Fresno counties. Under future climate conditions, we find 1.9 million worker smoke exposure days of agricultural worker exposure to levels of total PM2.5 pollution deemed ‘Unhealthy for Sensitive Groups.’ This is a 190% increase over past climate conditions. Wildfire smoke PM2.5 contributes, on average, to more than 90% of these daily PM2.5 exceedances compared with non-fire sources of air pollution. Using the recent extreme wildfire season of 2020 as a case study, we show that existing monitoring networks do not provide adequate sampling of PM2.5 in many future at-risk wildfire regions with large numbers of agricultural workers. Policies will need to consider the changing patterns of smoke PM2.5 exposure under future climate conditions to better protect outdoor agricultural workers."
Evaluating methods for spatial mapping: Applications for estimating ozone concentrations across the contiguous United States,Jesse D. Berman|Patrick N. Breysse|Ronald H. White|Darryn W. Waugh|Frank C. Curriero,2014,38,NOT Open Access,https://doi.org/10.1016/j.eti.2014.10.003,
"Coal use, air pollution, and student performance",Valentina Duque|Michael Gilraine,2022,36,NOT Open Access,https://doi.org/10.1016/j.jpubeco.2022.104712,
Lifelong exposure to air pollution and cognitive development in young children: the UK Millennium Cohort Study,Ai Milojevic|Peter Dutey‐Magni|Lorraine Dearden|Paul Wilkinson,2021,30,Open Access,https://doi.org/10.1088/1748-9326/abe90c,"Abstract Evidence about the impact of air pollution on cognitive development of children has been growing but remains inconclusive. To investigate the association of air pollution exposure and the cognitive development of children in the UK Millennium Cohort Study. Longitudinal study of a nationally representative sample of 13 058–14 614 singleton births, 2000–2002, analysed at age 3, 5 and 7 years for associations between exposure from birth to selected air pollutants and cognitive scores for: School Readiness, Naming Vocabulary (age 3 and 5), Picture Similarity, Pattern Construction (age 5 and 7), Number Skills and Word Reading. Multivariable regression models took account of design stratum, clustering and sampling and attrition weights with adjustment for major risk factors, including age, gender, ethnicity, region, household income, parents’ education, language, siblings and second-hand tobacco smoke. In fully adjusted models, no associations were observed between pollutant exposures and cognitive scores at age 3. At age 5, particulate matter (PM2.5, PM10), nitrogen dioxide (NO2), sulphur dioxide (SO2) and carbon monoxide (CO) were associated with lower scores for Naming Vocabulary but no other outcome except for SO2 and Picture Similarity. At age 7, PM2.5, PM10 and NO2 were associated with lower scores for Pattern Construction, SO2 with lower Number Skills and SO2 and ozone with poorer Word Reading scores, but PM2.5, PM10 and NO2 were associated with higher Word Reading scores. Adverse effects of air pollutants represented a deficit of up to around four percentile points in Naming Vocabulary at age 5 for an interquartile range increase in pollutant concentration, which is smaller than the impact of various social determinants of cognitive development. In a study of multiple pollutants and outcomes, we found mixed evidence from this UK-wide cohort study for association between lifetime exposure to air pollutants and cognitive development to age 7 years."
Cows as canaries: The effects of ambient air pollution exposure on milk production and somatic cell count in dairy cows,Bonni L. Beaupied|Heather Martinez|Sheena E. Martenies|Craig S. McConnel|I. B. Pollack|Dylan Giardina|Emily V. Fischer|Shantanu H. Jathar|Colleen Duncan|Sheryl Magzamen,2021,26,NOT Open Access,https://doi.org/10.1016/j.envres.2021.112197,
The impact of air pollution on venture capital: evidence from China,Tian Gan|Yumin Li|Yan Jiang,2022,14,NOT Open Access,https://doi.org/10.1007/s11356-022-21972-7,
"The effect of air pollution on diurnal variation of performance in anaerobic tests, cardiovascular and hematological parameters, and blood gases on soccer players following the Yo–Yo Intermittent Recovery Test Level-1",Nesrin Boussetta|Salma Abedelmalek|Khouloud Aloui|Nizar Souissi,2017,29,NOT Open Access,https://doi.org/10.1080/07420528.2017.1325896,
Peers in the Field: The Role of Ability and Gender in Peer Effects among Agricultural Workers,Alexandra Hill|Jesse Burkhardt,2021,12,NOT Open Access,https://doi.org/10.1111/ajae.12192,
Horse Racing as a Model to Study the Relationship between Air Pollutants and Physical Performance,Oscar F. Araneda,2022,8,Open Access,https://doi.org/10.3390/ani12091139,"This study proposes the theoretical principles for the selection of a sample of horse races to study the relationship between air pollutants and performance. These criteria were then applied to an original dataset comparing the correlations between these variables obtained in “Handicap” versus “Conditional” type races. Methods: The mean concentration of pollutants during the six hours prior to the race and the speed of the test were determined in 441 official races at a racecourse in Santiago, Chile, during the summer and winter months of 2012. Using layout, track condition and distance (1000, 1100 and 1200 m) as criteria, a homogeneous group of races (“Handicap”; n = 214) versus a heterogeneous group (“Conditional”; n = 95) were compared using simple correlations (Spearman’s test). Results: Race speed was related to greater levels of PM10, PM2.5, NO2, NO and SO2 and it was positively related to O3, a trend that was observed in the 1000, 1100 m races and in the total “Handicap” group. Similar results were observed only in 1000 m for the “Conditional” group with lower Rho, except for PM10 and PM2.5. The total races of the conditional group showed lower Rho values and significant associations of the same trend for CO, NO2, NO and SO2. Conclusions: Horse races between 1000 and 1200 m of the “Handicap” type appear to be an interesting group to study the relationship between air pollutants and the performance of racehorses. In the future, our observations should be expanded to other distances and other types of races."
Increased resting heart rate with pollutants in a population based study,Jean‐Bernard Ruidavets|Sylvie Cassadou|Maxime Cournot|Vincent Bataille|Mariam Meybeck|Jean Ferrières,2005,20,Open Access,https://doi.org/10.1136/jech.2004.026252,"BACKGROUND: Air pollution is associated with cardiovascular mortality. Changes in the autonomic nervous system may contribute to cardiac arrhythmias and cardiovascular mortality. This study investigated the relations between air pollutant concentrations of sulphur dioxide (SO(2)), ozone (O(3)), nitric dioxide (NO(2)), and resting heart rate (RHR) in a population based study. METHODS: A sample of 863 middle aged men and women, living in Toulouse (MONICA centre) area, was randomly recruited. A cross sectional survey on cardiovascular risk factors was carried. RHR was measured twice in a sitting position after a five minute rest. Multivariate analyses with quintiles of RHR were performed using polytomous logistic regression. Models were adjusted for temperature, season, relative humidity, sex, physical activity, blood pressure, C reactive protein, and cardiovascular drugs. RESULTS: For NO(2), the OR (odds ratio) (95% CI) associated with an increase of 5 microg/m(3) in the current day of medical examination was 1.14 (1.03 to 1.25) in quintile Q5 of RHR compared with Q1, p for trend = 0.003. For SO(2), OR was 1.16 (0.94 to 1.44) in Q5 compared with Q1, p for trend = 0.05, and for O(3), OR was 0.96 (0.91 to 1.01) in Q5 compared with Q1, p for trend = 0.11. No significant association was seen when the daily mean concentration of NO(2), SO(2), and O(3) was considered during the previous day as well as when day lag 2 or 3 was considered. The cumulative concentration (three consecutive days) of O(3) is negatively associated with RHR (p for trend = 0.02). CONCLUSION: Changes in pulse rate could reflect cardiac rhythm changes and may be part of the pathophysiological link between pollution and cardiovascular mortality."
Weather-based yield forecasts developed for 12 California crops,David B. Lobell|Kimberly Nicholas Cahill|Christopher B. Field,2006,19,Open Access,https://doi.org/10.3733/ca.v060n04p211,"Crop-yield forecasts provide useful information to growers, marketers, government agencies and other users. Yields for several crops in California are currently forecast based on field surveys and farmer interviews, although official forecasts do not exist for many crops. Because broadscale crop yields depend largely on the weather, measurements from existing meteorological stations have the potential to provide reliable, timely and cost-effective predictions. We developed weather-based models of statewide yields for 12 major California crops and tested their accuracy using cross-validation from 1980 to 2003. Many of the weather-based forecasts were highly accurate, as judged by the percentage of yield variation explained by the forecast, the number of yields with correctly predicted direction of yield change, or the number of yields with correctly predicted extreme yields. The most successfully modeled crop was almonds, with 81% of yield variance captured by the forecast. Predictions for most crops relied on weather measurements well before harvest time, in many cases allowing longer lead times than existing procedures."
THE EFFECT OF AIR POLLUTION ON CARDIO RESPIRATORY PERFOR-MANCE OF ACTIVE INDIVIDUALS,Mahdi Kargarfard|Reza Rouzbahani|Saber Rezanejad|Parinaz Poursafa,2009,10,Open Access,,"Abstract BACKGROUND: Although much has been discussed regarding the improvement of quality of life with regular physical exercise, we need studies on the cardio respiratory response evaluated on the basis of O2 uptake, transport, and utilization in areas with high concentrations of pollutants in the atmosphere. The purpose of this study was to determine the effect of air pollution on respiratory and cardiac performance of active individuals in the environments with polluted air and non-polluted air. METHODS: Twenty healthy non-smoker athlete undergraduate male students (Mean ± SD: age 21.70 ± 2.10 yr, height 175.80 ± 6.78 cm, weight 65.58 ± 4.23 kg and BMI 24.44 ± 2.32) volunteered to participate in the study. First, two environments including polluted and non-polluted were determined on the basis of the environmental protection agency. Then, the subjects were performed on a field cooper test. The tests consisted of two phases: phase A, in non-polluted air area, and phase B, in polluted air area, with a 7-day interval between phases. Finally, respiratory volumes and capacities were measured. RESULTS: The results of analysis by paired t-test showed that there were significant decreases in all of the respiratory parameters (ERV, IC, FVC, FEV1, MVV, FEV25-75, FEV1/FVC), in polluted air compared with non-polluted air (P < 0.05). The heart rate measures in two group showed that the mean of heart rate in polluted area was (89 ± 4) more than non polluted environment (83 ± 5) and this was significant at P=0.028. CONCLUSION: Therefore, the acute exposure to polluted air, may cause a significant reduction in the respiratory and cardiac performance of active individuals. Keywords: air pollution, respiratory and cardiac performance, active individuals."
Air Pollution and the Labor Market: Evidence from Wildfire Smoke,Mark Borgschulte|David Molitor|Eric Zou,2022,55,Open Access,https://doi.org/10.3386/w29952,"We study how air pollution impacts the U.S. labor market by analyzing effects of drifting wildfire smoke that can affect populations far from the fires themselves. We link satellite smoke plumes with labor market outcomes to estimate that an additional day of smoke exposure reduces quarterly earnings by about 0.1 percent. Extensive margin responses, including employment reductions and labor force exits, can explain 13 percent of the overall earnings losses. The implied welfare cost of lost earnings due to air pollution exposure is on par with standard valuations of the mortality burden. The findings suggest that labor market channels warrant greater consideration in policy responses to air pollution."
Corrigendum: Particulate Pollution and the Productivity of Pear Packers,Tom Chang|Joshua Graff Zivin|Tal Gross|Matthew Neidell,2019,7,NOT Open Access,https://doi.org/10.1257/pol.11.3.454,
